Name	geneid	logFC.mesen	logCPM.mesen	LR.mesen	PValue.mesen	FDR.mesen	logFC.diff	logCPM.diff	LR.diff	PValue.diff	FDR.diff	Row.names.y	logFC.immuno	logCPM.immuno	LR.immuno	PValue.immuno	FDR.immuno	logFC.prolif	logCPM.prolif	LR.prolif	PValue.prolif	FDR.prolif
ADAMTS2	9509	2.129301992	4.079643262	186.7373917	1.64E-42	3.20E-40	-0.511378505	4.079643262	8.144404262	0.004319424	0.016463814	ADAMTS2|9509	-0.411842416	4.079643262	5.894444526	0.015188719	0.039836345	-1.206081071	4.079643262	46.24944987	1.04E-11	1.15E-10
C9orf3	84909	0.271595593	5.491920609	5.622906141	0.01772723	0.043299073	0.200592479	5.491920609	2.958485371	0.085427931	0.175802175	C9orf3|84909	-0.0681302	5.491920609	0.361850129	0.547480513	0.663131902	-0.404057871	5.491920609	12.3558231	0.000439613	0.001218993
C9orf30	91283	0.180817054	3.872836969	5.528519253	0.018708932	0.045257132	-0.31399717	3.872836969	15.21957601	9.57E-05	0.000723315	C9orf30|91283	0.062051318	3.872836969	0.682267304	0.408807078	0.533891936	0.071128798	3.872836969	0.905097973	0.341418425	0.425291277
C9orf37	85026	-0.307955643	3.734721888	12.27787301	0.00045836	0.002145409	0.000238899	3.734721888	7.57E-06	0.997805455	0.998593196	C9orf37|85026	0.075467759	3.734721888	0.821475041	0.364749251	0.48989631	0.232248985	3.734721888	7.974004143	0.004745385	0.01029769
C9orf40	55071	-0.181072912	3.17693784	3.012772761	0.082610866	0.150446127	-0.210578152	3.17693784	3.938995745	0.047178934	0.111771679	C9orf40|55071	0.288541336	3.17693784	8.578059091	0.003402379	0.011699137	0.103109727	3.17693784	1.083593008	0.297895164	0.379275296
C9orf41	138199	0.012389125	2.936973833	0.020212598	0.886944925	0.920727533	0.220806367	2.936973833	6.394420297	0.011447961	0.036639255	C9orf41|138199	0.023521296	2.936973833	0.07754156	0.780657078	0.848906674	-0.256716788	2.936973833	9.030939645	0.00265448	0.006138636
C9orf43	257169	-0.370594594	-0.061467088	6.058080362	0.013842808	0.035379165	0.133214687	-0.061467088	0.809711737	0.368205489	0.515426696	C9orf43|257169	-0.201157895	-0.061467088	1.943418737	0.163297813	0.265082311	0.438537802	-0.061467088	10.00716556	0.001559323	0.003811735
C9orf45	81571	0.211753687	3.049286327	2.221456561	0.1361046	0.222196091	0.064930522	3.049286327	0.199471419	0.65514784	0.764389396	C9orf45|81571	-0.782984072	3.049286327	28.72451321	8.34E-08	1.11E-06	0.506299862	3.049286327	13.97623423	0.000185136	0.000562246
C9orf46	55848	-0.36942897	4.251932463	13.29895099	0.000265555	0.001351226	-0.059153066	4.251932463	0.344068965	0.557489902	0.684963766	C9orf46|55848	0.502368693	4.251932463	28.82430043	7.93E-08	1.06E-06	-0.073786657	4.251932463	0.590821559	0.442101603	0.525449331
C9orf5	23731	0.042443996	6.685477063	0.332708032	0.564068835	0.666818085	0.20917494	6.685477063	8.012825823	0.00464472	0.017471683	C9orf5|23731	-0.022407579	6.685477063	0.097885037	0.754382587	0.830847662	-0.229211356	6.685477063	10.09419641	0.00148737	0.003651101
C9orf50	375759	-0.351816528	-0.20991777	2.772496167	0.095896511	0.169231755	0.438951628	-0.20991777	4.610156566	0.031783131	0.082085737	C9orf50|375759	-0.151486839	-0.20991777	0.560276528	0.454148847	0.578118181	0.064351739	-0.20991777	0.104829048	0.74610979	0.797374043
ADAMTS3	9508	-0.339132387	1.951995686	2.733003988	0.098294243	0.172542353	-0.130743581	1.951995686	0.40469074	0.524676652	0.657288812	ADAMTS3|9508	-0.34911489	1.951995686	3.088415962	0.078851534	0.149711624	0.818990858	1.951995686	19.29269246	1.12E-05	4.38E-05
C9orf6	54942	-0.23360022	4.799463948	9.203013605	0.00241617	0.008496251	0.108223374	4.799463948	2.000834375	0.157212645	0.276412247	C9orf6|54942	-0.115095385	4.799463948	2.413935663	0.120259682	0.208929908	0.240472232	4.799463948	11.03812124	0.000892573	0.002311118
C9orf64	84267	0.050036622	4.234729943	0.448484029	0.503055745	0.610637023	0.09595499	4.234729943	1.611299243	0.204309265	0.336031196	C9orf64|84267	-0.075653086	4.234729943	1.074751048	0.299874757	0.423202042	-0.070338526	4.234729943	0.93769785	0.3328706	0.416211373
C9orf66	157983	-0.465083114	-0.003414746	6.707663834	0.009599941	0.026171022	-0.305688206	-0.003414746	2.861444821	0.090725974	0.183820394	C9orf66|157983	0.018481586	-0.003414746	0.012118678	0.912342071	0.941620706	0.752289734	-0.003414746	21.51344759	3.51E-06	1.52E-05
C9orf68	55064	-0.724483293	1.912862928	14.97640023	0.000108864	0.000629195	0.524782784	1.912862928	8.905390019	0.002843301	0.011711969	C9orf68|55064	0.265660163	1.912862928	2.416465749	0.120065542	0.208687959	-0.065959654	1.912862928	0.144795314	0.703559606	0.763064112
C9orf69	90120	0.009894968	5.926657185	0.018003565	0.893262324	0.924626189	0.120625641	5.926657185	2.634831601	0.104543145	0.204541521	C9orf69|90120	-0.023201532	5.926657185	0.1048815	0.74604847	0.824294693	-0.107319077	5.926657185	2.242038386	0.13430383	0.192829623
C9orf7	11094	0.12569022	5.053360726	2.045976057	0.152609077	0.243062431	0.033979521	5.053360726	0.143709808	0.704620464	0.803945366	C9orf7|11094	-0.433943464	5.053360726	24.31448941	8.18E-07	8.76E-06	0.274273723	5.053360726	10.59115356	0.001136301	0.002867995
C9orf72	203228	-0.359343051	4.006152774	13.19933828	0.000280048	0.001413434	-0.045396262	4.006152774	0.212665629	0.644686086	0.756837029	C9orf72|203228	0.114661819	4.006152774	1.513133071	0.218661629	0.33262807	0.290077494	4.006152774	9.940551228	0.001616771	0.003936982
C9orf78	51759	-0.005210928	5.686304894	0.007870822	0.929306302	0.950615794	0.026529215	5.686304894	0.198925085	0.655589889	0.764666324	C9orf78|51759	-0.014910115	5.686304894	0.068461719	0.793589824	0.858307032	-0.006408172	5.686304894	0.012764941	0.910044796	0.931183758
C9orf80	58493	-0.179919244	3.778679083	6.249564608	0.012422384	0.032374388	-0.085325543	3.778679083	1.380633423	0.239993282	0.378201368	C9orf80|58493	0.066577074	3.778679083	0.937251859	0.332985597	0.457370374	0.198667714	3.778679083	8.534744336	0.003484303	0.007837234
C9orf82	79886	-0.396185873	4.718440253	24.98702877	5.77E-07	6.11E-06	-0.084594394	4.718440253	1.149843406	0.283581933	0.427029139	C9orf82|79886	0.185156871	4.718440253	6.219048755	0.0126383	0.03436185	0.295623395	4.718440253	16.16242408	5.81E-05	0.00019531
ADAMTS4	9507	1.479531911	3.528769571	100.5505601	1.15E-23	6.68E-22	-0.388285297	3.528769571	5.529822219	0.018695005	0.054014893	ADAMTS4|9507	-0.166746654	3.528769571	1.15188778	0.28315432	0.405328342	-0.924499961	3.528769571	32.64067895	1.11E-08	7.66E-08
C9orf85	138241	-0.004421907	2.838482851	0.003386378	0.953595219	0.96681488	0.117355009	2.838482851	2.352378417	0.125092022	0.233284276	C9orf85|138241	0.047338871	2.838482851	0.415121793	0.519381266	0.637317724	-0.160271973	2.838482851	4.693028315	0.030285227	0.053069793
C9orf86	55684	0.088065452	6.808842215	1.375048795	0.240946321	0.346860551	0.055941966	6.808842215	0.537094696	0.463639279	0.60451536	C9orf86|55684	-0.111731123	6.808842215	2.300969686	0.129293259	0.220642703	-0.032276294	6.808842215	0.195326511	0.658519895	0.724743499
C9orf89	84270	0.000632415	4.394686208	5.23E-05	0.994230151	0.995735667	0.167602179	4.394686208	3.619253032	0.057114511	0.12977236	C9orf89|84270	0.244199688	4.394686208	8.457131747	0.003636148	0.012382603	-0.412434282	4.394686208	22.62770072	1.97E-06	8.96E-06
C9orf9	11092	-0.346857669	3.686293657	9.094790496	0.002563386	0.008894668	0.594030715	3.686293657	29.00788393	7.21E-08	1.89E-06	C9orf9|11092	-0.331427762	3.686293657	8.87862553	0.002885287	0.010185886	0.084254717	3.686293657	0.606360656	0.436161387	0.519690376
C9orf91	203197	0.02994266	4.348172961	0.160224818	0.688949616	0.771902722	-0.19532022	4.348172961	6.433173404	0.011200828	0.035988814	C9orf91|203197	0.217047159	4.348172961	9.130245816	0.002514179	0.009056523	-0.051669598	4.348172961	0.506980058	0.476449096	0.55803385
C9orf93	203238	-0.544675951	1.477085847	17.71073448	2.57E-05	0.000178961	0.065686763	1.477085847	0.270208109	0.603192205	0.723184097	C9orf93|203238	0.142600082	1.477085847	1.40585972	0.235744921	0.352724672	0.336389107	1.477085847	8.047109282	0.004557632	0.009937036
C9orf95	54981	0.011216668	3.566196245	0.014821035	0.903103609	0.931448472	0.333403463	3.566196245	13.20821409	0.000278725	0.001736978	C9orf95|54981	0.272307712	3.566196245	9.535725112	0.002015105	0.007498479	-0.616927844	3.566196245	44.666646	2.34E-11	2.44E-10
C9orf96	169436	-0.402780897	-0.261298284	7.451391447	0.006338743	0.018690629	0.42071749	-0.261298284	8.714696712	0.003156549	0.012763803	C9orf96|169436	-0.207914551	-0.261298284	2.169386049	0.14078243	0.236221301	0.189977958	-0.261298284	1.915354087	0.166369729	0.231759736
C9orf98	158067	-0.485725105	2.180697392	11.62131391	0.000652003	0.002885736	0.771862331	2.180697392	33.11499718	8.69E-09	3.29E-07	C9orf98|158067	-0.409523719	2.180697392	8.907502592	0.002840014	0.010054059	0.123386493	2.180697392	0.866733581	0.351861182	0.436035606
CA11	770	-0.081938289	4.064247079	0.304049359	0.581354903	0.682058521	0.104771061	4.064247079	0.494117497	0.48209631	0.620104428	CA11|770	-0.301978282	4.064247079	4.287315488	0.038397748	0.084250186	0.27914551	4.064247079	3.934776864	0.047297415	0.078358557
ADAMTS5	11096	1.553275936	3.344185896	83.70873504	5.73E-20	2.49E-18	-0.36793477	3.344185896	3.741901005	0.053064041	0.12256456	ADAMTS5|11096	-0.719602897	3.344185896	15.10418444	0.000101738	0.00059593	-0.465738269	3.344185896	6.583190712	0.01029462	0.020420101
CA12	771	-0.221002305	5.322243371	1.118216539	0.290302803	0.401681485	0.390534082	5.322243371	3.652530842	0.05598408	0.127814771	CA12|771	0.457984186	5.322243371	5.500003693	0.019016434	0.047778674	-0.627515962	5.322243371	9.243256472	0.002363642	0.00554359
CA13	377677	0.310237663	2.123829944	7.666105024	0.005626779	0.016949418	0.362426396	2.123829944	10.23815984	0.001375648	0.006453015	CA13|377677	-0.181469919	2.123829944	2.633453454	0.104633904	0.187279792	-0.491194139	2.123829944	18.78949393	1.46E-05	5.57E-05
CA14	23632	-0.856939835	1.122664261	17.9605273	2.26E-05	0.000159647	-0.407214847	1.122664261	4.170820553	0.041125878	0.100547549	CA14|23632	-0.774919694	1.122664261	15.93832287	6.54E-05	0.000406804	2.039074376	1.122664261	142.0857787	9.31E-33	1.27E-30
CA2	760	0.374567733	3.588932716	5.42941852	0.019800271	0.047336433	0.029499438	3.588932716	0.03146548	0.859205896	0.911864618	CA2|760	0.251103179	3.588932716	2.552198704	0.110140882	0.195161689	-0.655170351	3.588932716	15.82212242	6.96E-05	0.000230262
CA3	761	-0.120083513	1.156730678	0.422174636	0.515853933	0.622001429	-0.439340398	1.156730678	5.264835427	0.02176048	0.060793466	CA3|761	-0.265739753	1.156730678	2.166019987	0.141090977	0.236608526	0.825163664	1.156730678	23.51236567	1.24E-06	5.89E-06
CA4	762	-0.32944522	0.374717442	0.784011353	0.375917126	0.489970981	0.096688898	0.374717442	0.0691564	0.792569043	0.865013653	CA4|762	0.056521743	0.374717442	0.025734702	0.872549928	0.913882505	0.176234579	0.374717442	0.255450601	0.613263024	0.684041437
CA5B	11238	-0.029574625	3.152146149	0.07093755	0.789976569	0.85185536	0.085339947	3.152146149	0.581942768	0.445551824	0.588140779	CA5B|11238	-0.256247436	3.152146149	5.523092093	0.018767058	0.04725782	0.200482113	3.152146149	3.585239309	0.05829502	0.094348744
CA5BP	340591	-0.241594548	4.340472801	8.430261668	0.003690272	0.012028374	0.110407119	4.340472801	1.785482232	0.181477578	0.307831949	CA5BP|340591	0.024841297	4.340472801	0.097923617	0.754335748	0.830847662	0.106346132	4.340472801	1.825563767	0.176652431	0.244005882
CA8	767	-0.676589522	4.077543079	7.693431199	0.005542216	0.016711334	-0.04621433	4.077543079	0.037732642	0.845980982	0.901952811	CA8|767	-0.468500145	4.077543079	4.050130071	0.044167942	0.094219987	1.191303997	4.077543079	30.98211122	2.60E-08	1.68E-07
CA9	768	-0.401393882	4.82852968	2.299146826	0.129445084	0.213895135	0.716464958	4.82852968	8.126680693	0.004361853	0.016592275	CA9|768	-0.513153422	4.82852968	3.960059047	0.046592069	0.098288525	0.198082346	4.82852968	0.644347428	0.422140901	0.506330767
ADAMTS6	11174	-0.018870274	1.34897526	0.011356663	0.915131989	0.940861571	-0.689934336	1.34897526	13.62036685	0.000223745	0.001461403	ADAMTS6|11174	-0.28104762	1.34897526	2.624707849	0.105211869	0.188004575	0.989852229	1.34897526	37.21658553	1.06E-09	8.58E-09
CAB39	51719	0.052634535	6.279649795	0.730262162	0.392798225	0.506683912	0.088138766	6.279649795	1.998346688	0.157470889	0.276770325	CAB39|51719	-0.073978178	6.279649795	1.512321956	0.218785118	0.332749372	-0.066795122	6.279649795	1.244285365	0.264646755	0.343381648
CAB39L	81617	0.178538719	3.572769699	2.61091029	0.106130826	0.182983353	0.208335111	3.572769699	3.468171523	0.062560428	0.139153273	CAB39L|81617	-0.497543037	3.572769699	19.9366242	8.01E-06	6.53E-05	0.110669207	3.572769699	1.066008767	0.301848714	0.383398688
CABC1	56997	-0.442761257	5.975938729	24.96696199	5.83E-07	6.17E-06	0.170294213	5.975938729	3.870820615	0.049132493	0.115357846	CABC1|56997	0.126781549	5.975938729	2.331995739	0.126739295	0.217308178	0.145685494	5.975938729	3.110319093	0.077797717	0.120865362
CABIN1	23523	0.025772338	7.132731321	0.099514665	0.752412834	0.822367009	0.083711525	7.132731321	1.027346186	0.310782788	0.456114595	CABIN1|23523	0.085263742	7.132731321	1.16555331	0.280316803	0.402432919	-0.194747605	7.132731321	5.946075229	0.014750091	0.028167008
CABLES1	91768	-0.338811033	5.730840099	8.013895674	0.004641977	0.014490818	0.032387285	5.730840099	0.074472386	0.784932937	0.86007346	CABLES1|91768	0.107632893	5.730840099	0.907345945	0.3408196	0.465566429	0.198790855	5.730840099	3.149732094	0.07593943	0.118444644
CABLES2	81928	-0.073957718	5.265069071	0.731022561	0.392551937	0.506488556	-0.072175175	5.265069071	0.676203947	0.410896954	0.556694377	CABLES2|81928	-0.173718196	5.265069071	4.2452127	0.039361139	0.085930202	0.319851089	5.265069071	15.29260507	9.21E-05	0.000296814
CABP4	57010	-0.398738255	0.203911585	3.945244576	0.047004021	0.096260792	0.502171578	0.203911585	6.782633591	0.009204898	0.030513163	CABP4|57010	0.302949969	0.203911585	2.629791861	0.104875461	0.187557666	-0.406383293	0.203911585	4.408833424	0.035753283	0.061358184
CABP7	164633	0.224387325	2.047579366	0.806700906	0.36909743	0.48261218	-0.090306213	2.047579366	0.122184976	0.726676684	0.819254852	CABP7|164633	0.234514812	2.047579366	0.935552004	0.333424384	0.45780772	-0.368595924	2.047579366	2.181287076	0.139697592	0.1994679
CABYR	26256	-0.157540732	2.818478796	1.273393445	0.259131036	0.367337743	-0.599256213	2.818478796	16.87242857	4.00E-05	0.000356266	CABYR|26256	0.095240985	2.818478796	0.510133424	0.475081104	0.597810716	0.66155596	2.818478796	26.21023182	3.06E-07	1.63E-06
CACHD1	57685	-0.463517602	5.344791779	19.34337817	1.09E-05	8.42E-05	0.054672519	5.344791779	0.278860562	0.597449019	0.718408578	CACHD1|57685	0.024554109	5.344791779	0.061337525	0.804394282	0.866372008	0.384290974	5.344791779	15.71264192	7.37E-05	0.000242766
ADAMTS7	11173	1.147525782	3.883998861	73.50750779	1.00E-17	3.79E-16	-0.817262068	3.883998861	28.85412691	7.80E-08	2.02E-06	ADAMTS7|11173	-1.186374027	3.883998861	64.23361481	1.11E-15	4.33E-14	0.856110313	3.883998861	42.23808091	8.08E-11	7.77E-10
CACNA1A	773	-0.375250702	4.08637396	4.809840488	0.028297664	0.063557498	-0.021915106	4.08637396	0.016641865	0.897354995	0.936124275	CACNA1A|773	-0.179170266	4.08637396	1.197551081	0.273811688	0.395219983	0.576336075	4.08637396	13.49857993	0.000238744	0.000707059
CACNA1B	774	-0.480684317	3.675710744	4.330388208	0.037437706	0.079975058	0.776634468	3.675710744	12.74755584	0.000356475	0.002134078	CACNA1B|774	-0.626700516	3.675710744	7.728658995	0.00543511	0.017128423	0.330750365	3.675710744	2.415540199	0.120136521	0.175301368
CACNA1C	775	1.569836146	2.676285173	106.8620093	4.77E-25	3.01E-23	-0.940248188	2.676285173	28.2041955	1.09E-07	2.66E-06	CACNA1C|775	-1.230088296	2.676285173	51.58493311	6.86E-13	2.06E-11	0.600500338	2.676285173	15.28153064	9.26E-05	0.000298306
CACNA1D	776	0.123295295	1.849207377	0.499524457	0.479709146	0.589276539	0.002854185	1.849207377	0.000262148	0.987082027	0.991645211	CACNA1D|776	-0.671588923	1.849207377	14.34747425	0.000151983	0.000843478	0.545439443	1.849207377	10.90823251	0.000957378	0.002458828
CACNA1E	777	-0.012338174	2.755080852	0.001698194	0.967129159	0.975918326	0.139040754	2.755080852	0.213481364	0.644052323	0.756519037	CACNA1E|777	-0.207052564	2.755080852	0.497866178	0.480439208	0.602848107	0.080349983	2.755080852	0.078035424	0.779977609	0.825622392
CACNA1F	778	-1.176046697	1.190223983	27.32961933	1.72E-07	2.02E-06	0.929597351	1.190223983	21.47714747	3.58E-06	4.88E-05	CACNA1F|778	0.068898742	1.190223983	0.117702721	0.731539555	0.813106803	0.177550604	1.190223983	0.794884992	0.372627086	0.457387496
CACNA1G	8913	1.536811898	2.147508947	52.31316688	4.73E-13	1.15E-11	-1.177172501	2.147508947	21.91827094	2.85E-06	4.03E-05	CACNA1G|8913	-1.531447008	2.147508947	39.37409955	3.50E-10	7.32E-09	1.171807612	2.147508947	31.19740034	2.33E-08	1.51E-07
CACNA1H	8912	0.409508475	3.618816611	4.544074037	0.033032884	0.072021819	0.362268963	3.618816611	3.443477759	0.063501893	0.140671442	CACNA1H|8912	-0.790817413	3.618816611	15.66941783	7.54E-05	0.00046029	0.019039975	3.618816611	0.010085991	0.920003719	0.938638268
CACNA1I	8911	0.892177021	-0.230209762	15.14990994	9.93E-05	0.000580009	-0.37174684	-0.230209762	2.204301153	0.137626251	0.25027741	CACNA1I|8911	-0.791501515	-0.230209762	10.47328502	0.001211132	0.00485858	0.271071335	-0.230209762	1.403946919	0.236063844	0.311475687
CACNA2D1	781	0.564059327	0.839267771	5.044202464	0.024708479	0.056992477	-1.389772235	0.839267771	23.10436709	1.53E-06	2.42E-05	CACNA2D1|781	0.058826571	0.839267771	0.055629712	0.813541682	0.872442444	0.766886336	0.839267771	10.10750418	0.001476668	0.003628343
ADAMTS8	11095	-0.29331643	0.854096291	1.891909224	0.168986737	0.264005982	0.587281935	0.854096291	8.205734507	0.00417582	0.016028911	ADAMTS8|11095	-1.177754719	0.854096291	29.2046446	6.51E-08	8.90E-07	0.883789213	0.854096291	20.82806494	5.02E-06	2.12E-05
CACNA2D2	9254	-0.158283318	3.942789611	0.562920755	0.453085814	0.565502248	-0.608768233	3.942789611	7.621791615	0.005766717	0.020961398	CACNA2D2|9254	-1.087231411	3.942789611	25.28180902	4.95E-07	5.59E-06	1.854282962	3.942789611	97.47178532	5.46E-23	2.37E-21
CACNA2D3	55799	-0.331800458	2.207008035	2.623427994	0.105296743	0.181912879	0.61584122	2.207008035	9.833926501	0.001713222	0.007744885	CACNA2D3|55799	-0.542755737	2.207008035	7.304686113	0.006877501	0.020803449	0.258714975	2.207008035	1.831572338	0.175941942	0.243146934
CACNA2D4	93589	0.327398177	1.593669198	9.019139513	0.002671671	0.009205315	-0.3390594	1.593669198	8.638147181	0.003291961	0.013178238	CACNA2D4|93589	0.660341227	1.593669198	40.15016024	2.35E-10	5.03E-09	-0.648680005	1.593669198	33.86607817	5.90E-09	4.24E-08
CACNB1	782	0.044873226	3.695840696	0.140148382	0.708133545	0.78743622	0.091166528	3.695840696	0.565067048	0.452225826	0.593855732	CACNB1|782	-0.349916351	3.695840696	8.6628753	0.003247584	0.011241196	0.213876597	3.695840696	3.472691056	0.062389735	0.099997118
CACNB2	783	0.471287654	0.124265378	13.57990296	0.00022862	0.001188981	-0.259899929	0.124265378	3.656004897	0.055867444	0.127644271	CACNB2|783	-0.443662365	0.124265378	11.49897544	0.000696346	0.003053563	0.23227464	0.124265378	3.444547233	0.063460807	0.10143404
CACNB3	784	0.16484666	5.182768027	2.830287408	0.092501804	0.16465451	-0.345497197	5.182768027	11.33091148	0.000762275	0.003976586	CACNB3|784	-0.258114486	5.182768027	7.030596494	0.008012866	0.023636167	0.438765023	5.182768027	22.05139506	2.65E-06	1.18E-05
CACNB4	785	-0.03725181	0.064614977	0.04734122	0.827756076	0.878746744	-1.003656833	0.064614977	29.87367974	4.61E-08	1.29E-06	CACNB4|785	-0.181684552	0.064614977	1.199146457	0.273492341	0.394946411	1.222593194	0.064614977	62.81773407	2.27E-15	4.08E-14
CACNG4	27092	0.816388125	5.870065514	18.03038129	2.17E-05	0.000154687	0.139620734	5.870065514	0.476817054	0.489867609	0.626770393	CACNG4|27092	-0.673026964	5.870065514	11.02403237	0.000899382	0.003766906	-0.282981895	5.870065514	2.059461427	0.151263625	0.213651092
CACYBP	27101	-0.229207816	6.417795174	9.884794908	0.001666501	0.00621138	-0.064174294	6.417795174	0.767923326	0.380860256	0.527353547	CACYBP|27101	0.067505275	6.417795174	0.944698533	0.331072421	0.455528728	0.225876835	6.417795174	10.84076763	0.000992896	0.002537926
CAD	790	-0.127441127	7.122357287	2.463489084	0.116519699	0.196900429	-0.118275796	7.122357287	2.06243338	0.150968918	0.268349987	CAD|790	-0.31765649	7.122357287	15.95023088	6.50E-05	0.000404631	0.563373413	7.122357287	55.45785382	9.55E-14	1.40E-12
ABAT	18	-0.173897245	4.818853428	1.137202042	0.286244327	0.397113425	-0.43792969	4.818853428	6.763793704	0.009302578	0.030796697	ABAT|18	0.078175706	4.818853428	0.251828164	0.615790743	0.722069589	0.533651228	4.818853428	12.37501788	0.000435117	0.001207185
ADAMTS9	56999	0.841926729	4.820941588	32.38144488	1.27E-08	1.76E-07	-0.74928059	4.820941588	20.60483317	5.65E-06	7.03E-05	ADAMTS9|56999	-1.346747874	4.820941588	68.23040485	1.45E-16	6.11E-15	1.254101734	4.820941588	78.51978446	7.92E-19	2.20E-17
CADM1	23705	0.081588118	6.451254723	0.430708312	0.511641595	0.617950928	0.036504527	6.451254723	0.083332683	0.772830854	0.852029494	CADM1|23705	-0.353121623	6.451254723	8.165284155	0.004269978	0.014123703	0.235028978	6.451254723	3.890169056	0.048569534	0.080177944
CADM2	253559	0.520278456	0.016231904	2.038181142	0.153392965	0.244157559	0.38273674	0.016231904	1.057500212	0.303786022	0.448827536	CADM2|253559	-0.836359468	0.016231904	4.781498733	0.028767073	0.06697348	-0.066655729	0.016231904	0.033380534	0.855030745	0.88692313
CADM3	57863	1.120800807	4.932529656	15.44117041	8.51E-05	0.000508344	0.836989248	4.932529656	8.189351345	0.004213699	0.016136109	CADM3|57863	-0.303071962	4.932529656	1.032242357	0.309632584	0.433337504	-1.654718093	4.932529656	26.21886829	3.05E-07	1.63E-06
CADM4	199731	0.14761338	4.767959186	1.634446757	0.201089101	0.302030747	-0.588324241	4.767959186	22.95617206	1.66E-06	2.57E-05	CADM4|199731	-0.39416686	4.767959186	11.64444839	0.000643944	0.002856716	0.834877722	4.767959186	59.66912221	1.12E-14	1.86E-13
CADPS	8618	-0.013706578	1.420493091	0.002354372	0.961300338	0.972319133	0.221799313	1.420493091	0.620899695	0.43071315	0.5742842	CADPS|8618	-0.708138593	1.420493091	6.206933287	0.012725089	0.034559982	0.500045858	1.420493091	3.56613452	0.058969431	0.095267947
CADPS2	93664	0.235018051	3.805500779	2.354638156	0.124910866	0.208303452	-0.147188828	3.805500779	0.856690895	0.354666381	0.501519676	CADPS2|93664	0.241495312	3.805500779	2.639073111	0.104264358	0.186772188	-0.329324535	3.805500779	4.649698299	0.031059006	0.054269423
CALB1	793	0.258957243	1.945151143	0.42222187	0.515830452	0.622001429	-0.735727618	1.945151143	2.917389729	0.087629513	0.179145297	CALB1|793	0.385749118	1.945151143	1.006400106	0.31576681	0.439674573	0.091021257	1.945151143	0.054834186	0.814855329	0.854513943
CALB2	794	1.791741846	2.861954731	61.34719237	4.78E-15	1.44E-13	-0.547382279	2.861954731	4.385472908	0.036246436	0.091047024	CALB2|794	-0.231282878	2.861954731	0.896225359	0.343795852	0.468721541	-1.013076688	2.861954731	15.79466422	7.06E-05	0.000233222
CALCOCO1	57658	0.06301532	6.563659102	0.641384852	0.423209767	0.536846812	0.046272635	6.563659102	0.33536671	0.562515933	0.688746971	CALCOCO1|57658	-0.141430253	6.563659102	3.357462112	0.066901097	0.131045517	0.032142297	6.563659102	0.178224026	0.672903948	0.736683329
CALCOCO2	10241	-0.044844691	5.892184612	0.351704761	0.553149689	0.656614364	0.044640537	5.892184612	0.342288716	0.558511101	0.685830713	CALCOCO2|10241	0.334372853	5.892184612	21.65472821	3.26E-06	2.97E-05	-0.3341687	5.892184612	20.28565993	6.67E-06	2.73E-05
ADAMTSL1	92949	1.73973989	2.560672695	92.41598308	7.02E-22	3.44E-20	-0.852407658	2.560672695	16.35203032	5.26E-05	0.000445765	ADAMTSL1|92949	-0.328847343	2.560672695	2.870755975	0.090202491	0.166645651	-0.558484888	2.560672695	8.13148787	0.004350303	0.009538794
CALCRL	10203	0.804133067	3.532917146	58.92110799	1.64E-14	4.71E-13	-0.293070289	3.532917146	6.705153842	0.009613464	0.031653682	CALCRL|10203	0.008322796	3.532917146	0.006170984	0.937386096	0.958494138	-0.519385574	3.532917146	22.74828098	1.85E-06	8.47E-06
CALD1	800	1.262707668	7.926255024	208.5666938	2.82E-47	7.81E-45	-0.147461735	7.926255024	2.384524202	0.122542197	0.22974019	CALD1|800	-0.441182363	7.926255024	22.63780107	1.96E-06	1.89E-05	-0.67406357	7.926255024	51.84969417	5.99E-13	7.96E-12
CALHM2	51063	0.031050184	5.879360709	0.090390904	0.76368079	0.831635205	0.303051661	5.879360709	8.644992392	0.003279615	0.013142651	CALHM2|51063	0.365878836	5.879360709	13.81425763	0.000201799	0.00106886	-0.699980681	5.879360709	45.26576502	1.72E-11	1.83E-10
CALHM3	119395	0.205840114	1.444714651	0.612809367	0.433731991	0.546929781	1.011834121	1.444714651	15.69250174	7.45E-05	0.000596937	CALHM3|119395	0.148006643	1.444714651	0.334194583	0.563199542	0.676568857	-1.365680877	1.444714651	23.88201532	1.02E-06	4.94E-06
CALM1	801	0.090365192	8.581601955	1.647994863	0.199232061	0.299922623	0.030096151	8.581601955	0.176350466	0.674528536	0.780595518	CALM1|801	-0.020781435	8.581601955	0.091502475	0.762275689	0.836177377	-0.099679908	8.581601955	2.104505771	0.146865789	0.208270941
CALM2	805	-0.180773007	9.10279654	5.205348699	0.022517498	0.052689767	-0.00328284	9.10279654	0.001704084	0.967072234	0.980604366	CALM2|805	0.084957068	9.10279654	1.261507711	0.261365894	0.381527491	0.099098778	9.10279654	1.732966258	0.188032522	0.257179529
CALM3	808	0.038290233	8.426579883	0.231491892	0.630419813	0.72375812	-0.239708313	8.426579883	8.51054698	0.003530939	0.013933241	CALM3|808	0.005507643	8.426579883	0.005073941	0.943213429	0.96205999	0.195910436	8.426579883	6.603309119	0.010178942	0.020201182
