GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0022409	positive regulation of cell-cell adhesion	1.59e-03	1.59e-03	1	GATA3,PIK3CA,FOXA2,FOXA1,AKT1,PIK3R1,TGFBR2,PTPN11,MTOR
GO:0031056	regulation of histone modification	1.59e-03	1.59e-03	1	BRCA1,ATRX,TP53,SMAD4,NSD1,CTNNB1,SIN3A
REAC:6804756	Regulation of TP53 Activity through Phosphorylation	1.61e-03	1.61e-03	1	BRCA1,STK11,TP53,TAF1,ATM,ATR,CHEK2
GO:0048568	embryonic organ development	1.68e-03	1.68e-03	1	FGFR2,SOX9,PDGFRA,NOTCH1,KIT,TGFBR2,SOX17,CTNNB1
GO:0048709	oligodendrocyte differentiation	1.72e-03	1.72e-03	1	NOTCH1,PTEN,NF1
GO:2000027	regulation of organ morphogenesis	1.77e-03	1.77e-03	1	HGF,FGFR2,GATA3,FBXW7,SOX9,TGFBR2,CTNNB1,WT1
REAC:68884	Mitotic Telophase/Cytokinesis	1.80e-03	1.80e-03	1	SMC1A,STAG2,SMC3,RAD21
REAC:69563	p53-Dependent G1 DNA Damage Response	1.80e-03	1.80e-03	1	CDKN1B,CDKN1A,TP53,CDKN2A,ATM,CHEK2
REAC:69580	p53-Dependent G1/S DNA damage checkpoint	1.80e-03	1.80e-03	1	CDKN1B,CDKN1A,TP53,CDKN2A,ATM,CHEK2
GO:0042307	positive regulation of protein import into nucleus	1.86e-03	1.86e-03	1	CDH1,TLR4,SMAD4,PIK3R1,EGFR,ERBB4
GO:0002521	leukocyte differentiation	1.87e-03	1.87e-03	1	GATA3,FLT3,TLR4,CDKN2A,ATM,KIT,RUNX1,TGFBR2,MTOR,CEBPA
GO:0010507	negative regulation of autophagy	1.89e-03	1.89e-03	1	HGF,PIK3CA,AKT1,LRRK2,MTOR
GO:1900407	regulation of cellular response to oxidative stress	1.89e-03	1.89e-03	1	HGF,FBXW7,NFE2L2,AKT1,LRRK2
GO:0050678	regulation of epithelial cell proliferation	2.14e-03	2.14e-03	1	FGFR2,GATA3,FBXW7,SOX9,BRCA2,AKT1,EGFR,EGR3,NF1
REAC:69615	G1/S DNA Damage Checkpoints	2.14e-03	2.14e-03	1	CDKN1B,CDKN1A,TP53,CDKN2A,ATM,CHEK2
GO:1904894	positive regulation of STAT cascade	2.17e-03	2.17e-03	1	FLT3,NOTCH1,KIT,ERBB4
GO:0046427	positive regulation of JAK-STAT cascade	2.17e-03	2.17e-03	1	FLT3,NOTCH1,KIT,ERBB4
GO:1904591	positive regulation of protein import	2.18e-03	2.18e-03	1	CDH1,TLR4,SMAD4,PIK3R1,EGFR,ERBB4
GO:0009880	embryonic pattern specification	2.23e-03	2.23e-03	1	FGFR2,TBX3,SMAD2,ERBB4,WT1
GO:0048483	autonomic nervous system development	2.24e-03	2.24e-03	1	GATA3,CTNNB1,NF1
REAC:1221632	Meiotic synapsis	2.24e-03	2.24e-03	1	BRCA1,SMC1A,STAG2,SMC3,HIST1H2BD,RAD21,ATR
GO:0006359	regulation of transcription from RNA polymerase III promoter	2.26e-03	2.26e-03	1	BRCA1,AR,MTOR,CEBPA
GO:0006261	DNA-dependent DNA replication	2.28e-03	2.28e-03	1	POLQ,SMC1A,ATRX,STAG2,SMC3,FBXW7,BRCA2,CHEK2
GO:0071902	positive regulation of protein serine/threonine kinase activity	2.29e-03	2.29e-03	1	PIK3CG,CCND1,STK11,FLT3,TLR4,AKT1,EGFR,KIT,LRRK2
GO:0001503	ossification	2.30e-03	2.30e-03	1	HGF,FGFR2,FGFR3,ACVR2A,SOX9,EGFR,NOTCH1,RUNX1,AXIN2,NF1
GO:0038095	Fc-epsilon receptor signaling pathway	2.31e-03	2.31e-03	1	MAP2K4,MAP3K1,PIK3CA,KRAS,PIK3R1,NRAS
GO:0001667	ameboidal-type cell migration	2.34e-03	2.34e-03	1	GATA3,PIK3CA,SOX9,ACVR1B,AKT1,NOTCH1,KIT,ERBB4,EGR3,NF1
GO:0006333	chromatin assembly or disassembly	2.36e-03	2.36e-03	1	ATRX,CTCF,ARID1A,SOX9,TP53,CDKN2A,NPM1
GO:0001656	metanephros development	2.44e-03	2.44e-03	1	GATA3,SOX9,PDGFRA,WT1,NF1
GO:0033002	muscle cell proliferation	2.53e-03	2.53e-03	1	FGFR2,CDKN1B,AKT1,NOTCH1,CTNNB1,ERBB4
REAC:3769402	Deactivation of the beta-catenin transactivating complex	2.53e-03	2.53e-03	1	SOX9,APC,AKT1,SOX17,CTNNB1
GO:1902882	regulation of response to oxidative stress	2.57e-03	2.57e-03	1	HGF,FBXW7,NFE2L2,AKT1,LRRK2
GO:0002009	morphogenesis of an epithelium	2.62e-03	2.62e-03	1	HGF,FGFR2,GATA3,SOX9,NOTCH1,ARHGAP35,TGFBR2,SOX17,CTNNB1,WT1
GO:0032259	methylation	2.64e-03	2.64e-03	1	BRCA1,ATRX,EZH2,DNMT3A,SMAD4,KDM6A,NSD1,CTNNB1,TET2,SETD2
GO:0036473	cell death in response to oxidative stress	2.84e-03	2.84e-03	1	HGF,FBXW7,NFE2L2,AKT1,LRRK2
GO:0070141	response to UV-A	3.01e-03	3.01e-03	1	CCND1,AKT1,EGFR
GO:0007264	small GTPase mediated signal transduction	3.13e-03	3.13e-03	1	KRAS,RB1,TP53,CDKN2A,ARHGAP35,NF1,NRAS
GO:1901800	positive regulation of proteasomal protein catabolic process	3.15e-03	3.15e-03	1	KEAP1,FBXW7,NFE2L2,TAF1,LRRK2,CEBPA
GO:0051493	regulation of cytoskeleton organization	3.15e-03	3.15e-03	1	BRCA1,EPHA3,PDGFRA,APC,SMAD4,ARHGAP35,CTNNB1,CRIPAK,NPM1,MTOR
REAC:2559585	Oncogene Induced Senescence	3.17e-03	3.17e-03	1	RB1,TP53,CDKN2A
GO:0018107	peptidyl-threonine phosphorylation	3.20e-03	3.20e-03	1	STK11,ACVR1B,AKT1,TAF1,TGFBR2,CHEK2,LRRK2
GO:0090150	establishment of protein localization to membrane	3.28e-03	3.28e-03	1	CDH1,RPL22,TP53,AKT1,PIK3R1,EGFR,BRAF,AR
GO:0071824	protein-DNA complex subunit organization	3.36e-03	3.36e-03	1	ATRX,CTCF,ERCC2,ARID1A,SOX9,RB1,TAF1,HIST1H2BD,NPM1,SETD2
GO:0043523	regulation of neuron apoptotic process	3.37e-03	3.37e-03	1	FBXW7,TP53,CTNNB1,NF1
GO:0010518	positive regulation of phospholipase activity	3.46e-03	3.46e-03	1	FGFR2,FGFR3,PDGFRA,EGFR,KIT
GO:0045732	positive regulation of protein catabolic process	3.52e-03	3.52e-03	1	KEAP1,FBXW7,CDKN1B,NFE2L2,APC,PTEN,LRRK2,CEBPA
GO:0072089	stem cell proliferation	3.55e-03	3.55e-03	1	FGFR2,MECOM,RUNX1,CTNNB1,LRRK2,NF1
GO:0035051	cardiocyte differentiation	3.61e-03	3.61e-03	1	PDGFRA,SMAD4,EGFR,NOTCH1,SOX17,WT1
GO:0048863	stem cell differentiation	3.61e-03	3.61e-03	1	FGFR2,SOX9,PDGFRA,NOTCH1,KIT,ERBB4
GO:0042990	regulation of transcription factor import into nucleus	3.92e-03	3.92e-03	1	CDH1,KEAP1,PIK3R1,NF1
GO:0001666	response to hypoxia	4.03e-03	4.03e-03	1	EP300,AJUBA,VHL,TP53,SMAD4,NOTCH1,NF1,MTOR
GO:0046661	male sex differentiation	4.11e-03	4.11e-03	1	GATA3,SOX9,TBX3,KIT,WT1
GO:0042991	transcription factor import into nucleus	4.15e-03	4.15e-03	1	CDH1,KEAP1,PIK3R1,NF1
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	4.16e-03	4.16e-03	1	HGF,FLT3,SOX9,PDGFRA,KIT
GO:0018210	peptidyl-threonine modification	4.20e-03	4.20e-03	1	STK11,ACVR1B,AKT1,TAF1,TGFBR2,CHEK2,LRRK2
GO:0007389	pattern specification process	4.23e-03	4.23e-03	1	FGFR2,FOXA2,TBX3,NOTCH1,TGFBR2,SOX17,SMAD2,ERBB4,WT1
GO:0048511	rhythmic process	4.41e-03	4.41e-03	1	EP300,EZH2,PDGFRA,NCOR1,TP53,KIT,SIN3A,PTEN,EGR3
GO:0010810	regulation of cell-substrate adhesion	4.41e-03	4.41e-03	1	CDKN2A,NOTCH1,PTEN,NF1
GO:0031060	regulation of histone methylation	4.53e-03	4.53e-03	1	BRCA1,ATRX,SMAD4,NSD1,CTNNB1
GO:0036293	response to decreased oxygen levels	4.54e-03	4.54e-03	1	EP300,AJUBA,VHL,TP53,SMAD4,NOTCH1,NF1,MTOR
GO:0003151	outflow tract morphogenesis	4.64e-03	4.64e-03	1	FGFR2,SMAD4,TGFBR2,SOX17,CTNNB1
GO:0001501	skeletal system development	4.68e-03	4.68e-03	1	FGFR2,FGFR3,SOX9,PDGFRA,TBX3,KIT,RUNX1,TGFBR2,CTNNB1
GO:0045662	negative regulation of myoblast differentiation	4.71e-03	4.71e-03	1	SOX9,TBX3,NOTCH1
GO:0044839	cell cycle G2/M phase transition	4.72e-03	4.72e-03	1	PPP2R1A,CCND1,CDKN1A,AJUBA,TP53,CDKN2A,ATM,NPM1,CHEK2
GO:0051402	neuron apoptotic process	4.88e-03	4.88e-03	1	FBXW7,TP53,CTNNB1,NF1
GO:0048145	regulation of fibroblast proliferation	4.92e-03	4.92e-03	1	CDKN1A,PDGFRA,TP53,CTNNB1,NF1
GO:0051054	positive regulation of DNA metabolic process	4.95e-03	4.95e-03	1	BRCA1,HGF,ATRX,PDGFRA,AKT1,EGFR,ATM,ATR
GO:0061564	axon development	5.12e-03	5.12e-03	1	EPHA3,PIK3CA,KRAS,PIK3R1,ARHGAP35,PTEN,NRAS
GO:0060688	regulation of morphogenesis of a branching structure	5.17e-03	5.17e-03	1	HGF,FGFR2,SOX9,LRRK2
GO:0070482	response to oxygen levels	5.29e-03	5.29e-03	1	EP300,AJUBA,VHL,TP53,SMAD4,NOTCH1,NF1,MTOR
GO:0007610	behavior	5.37e-03	5.37e-03	1	TP53,EGFR,PTEN,NF1
GO:0048144	fibroblast proliferation	5.51e-03	5.51e-03	1	CDKN1A,PDGFRA,TP53,CTNNB1,NF1
GO:0050852	T cell receptor signaling pathway	5.77e-03	5.77e-03	1	GATA3,PIK3CA,PIK3R1,PTEN
REAC:6791312	TP53 Regulates Transcription of Cell Cycle Genes	5.84e-03	5.84e-03	1	EP300,CDKN1B,CDKN1A,TP53,NPM1
REAC:389356	CD28 co-stimulation	5.91e-03	5.91e-03	1	PIK3CA,AKT1,PIK3R1,MTOR
GO:1903725	regulation of phospholipid metabolic process	6.03e-03	6.03e-03	1	FGFR3,FLT3,PDGFRA,PIK3R1,KIT
REAC:1660499	Synthesis of PIPs at the plasma membrane	6.05e-03	6.05e-03	1	PIK3CA,PIK3R1,PTEN
GO:0060420	regulation of heart growth	6.19e-03	6.19e-03	1	FGFR2,NOTCH1,ERBB4,WT1
GO:0001889	liver development	6.39e-03	6.39e-03	1	FBXW7,ARID5B,NF1,CEBPA
GO:0034502	protein localization to chromosome	6.56e-03	6.56e-03	1	ATRX,CTCF,BRCA2,RB1,RAD21,ATR
REAC:3315487	SMAD2/3 MH2 Domain Mutants in Cancer	6.64e-03	6.64e-03	1	SMAD4,TGFBR2,SMAD2
REAC:3304349	Loss of Function of SMAD2/3 in Cancer	6.64e-03	6.64e-03	1	SMAD4,TGFBR2,SMAD2
REAC:5674400	Constitutive Signaling by AKT1 E17K in Cancer	6.68e-03	6.68e-03	1	CDKN1B,CDKN1A,AKT1,MTOR
GO:0090183	regulation of kidney development	6.77e-03	6.77e-03	1	GATA3,SOX9,CTNNB1,WT1
REAC:5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	6.78e-03	6.78e-03	1	BRCA1,TP53,ATM,HIST1H2BD,BAP1,CHEK2
GO:0003279	cardiac septum development	6.80e-03	6.80e-03	1	FGFR2,GATA3,SMAD4,NOTCH1,TGFBR2
GO:0071479	cellular response to ionizing radiation	6.87e-03	6.87e-03	1	GATA3,CDKN1A,TP53,ATM,ATR
GO:0034599	cellular response to oxidative stress	6.90e-03	6.90e-03	1	HGF,FBXW7,NFE2L2,PDGFRA,TP53,AKT1,LRRK2
REAC:69620	Cell Cycle Checkpoints	7.03e-03	7.03e-03	1	BRCA1,CDKN1B,CDKN1A,TP53,CDKN2A,ATM,HIST1H2BD,ATR,CHEK2
GO:0071417	cellular response to organonitrogen compound	7.09e-03	7.09e-03	1	BRCA1,CDH1,PIK3CA,SOX9,AKT1,PIK3R1,TAF1,CTNNB1,PTPN11,WT1,LRRK2
GO:0050673	epithelial cell proliferation	7.22e-03	7.22e-03	1	FGFR2,GATA3,FBXW7,SOX9,BRCA2,AKT1,EGFR,EGR3,NF1
GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	7.24e-03	7.24e-03	1	EP300,FOXA2,SMAD4,NOTCH1
REAC:5693606	DNA Double Strand Break Response	7.31e-03	7.31e-03	1	BRCA1,TP53,ATM,HIST1H2BD,BAP1,CHEK2
GO:0061008	hepaticobiliary system development	7.32e-03	7.32e-03	1	FBXW7,ARID5B,NF1,CEBPA
GO:0007405	neuroblast proliferation	7.34e-03	7.34e-03	1	FGFR2,CTNNB1,LRRK2,NF1
GO:0045945	positive regulation of transcription from RNA polymerase III promoter	7.46e-03	7.46e-03	1	AR,MTOR,CEBPA
GO:0051101	regulation of DNA binding	7.83e-03	7.83e-03	1	GATA3,RB1,TAF1,NSD1,CTNNB1,SIN3A
GO:0048514	blood vessel morphogenesis	7.86e-03	7.86e-03	1	BRCA1,FGFR2,PDGFRA,NOTCH1,RUNX1,TGFBR2,SOX17,CTNNB1,WT1,NF1
GO:0043388	positive regulation of DNA binding	7.87e-03	7.87e-03	1	GATA3,RB1,CTNNB1
GO:0060070	canonical Wnt signaling pathway	7.89e-03	7.89e-03	1	FGFR2,GATA3,SOX9,APC,SOX17,CTNNB1,AXIN2,PTEN,TBL1XR1,LRRK2
GO:0043542	endothelial cell migration	7.91e-03	7.91e-03	1	GATA3,PIK3CA,NOTCH1,NF1
GO:0050767	regulation of neurogenesis	8.01e-03	8.01e-03	1	EPHA3,SOX9,AKT1,NOTCH1,ARHGAP35,CTNNB1,PTEN,NF1
GO:0060412	ventricular septum morphogenesis	8.15e-03	8.15e-03	1	FGFR2,SMAD4,NOTCH1,TGFBR2
GO:0010517	regulation of phospholipase activity	8.18e-03	8.18e-03	1	FGFR2,FGFR3,PDGFRA,EGFR,KIT
REAC:5673000	RAF activation	8.23e-03	8.23e-03	1	PPP2R1A,KRAS,BRAF,NRAS
REAC:388841	Costimulation by the CD28 family	8.25e-03	8.25e-03	1	PPP2R1A,PIK3CA,AKT1,PIK3R1,PTPN11,MTOR
REAC:6796648	TP53 Regulates Transcription of DNA Repair Genes	8.57e-03	8.57e-03	1	BRCA1,ERCC2,TP53,ATM,CDK12,ATR
GO:0097485	neuron projection guidance	8.74e-03	8.74e-03	1	PIK3CA,KRAS,PIK3R1,ARHGAP35,NRAS
GO:0007411	axon guidance	8.74e-03	8.74e-03	1	PIK3CA,KRAS,PIK3R1,ARHGAP35,NRAS
GO:1900408	negative regulation of cellular response to oxidative stress	8.82e-03	8.82e-03	1	HGF,NFE2L2,AKT1,LRRK2
GO:1902883	negative regulation of response to oxidative stress	8.82e-03	8.82e-03	1	HGF,NFE2L2,AKT1,LRRK2
GO:1903202	negative regulation of oxidative stress-induced cell death	8.82e-03	8.82e-03	1	HGF,NFE2L2,AKT1,LRRK2
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	8.85e-03	8.85e-03	1	FGFR3,FLT3,PDGFRA,KIT
GO:0030099	myeloid cell differentiation	9.57e-03	9.57e-03	1	ACVR2A,ACVR1B,TLR4,KIT,RUNX1,TGFBR2,TET2,MTOR,CEBPA
GO:1902275	regulation of chromatin organization	9.61e-03	9.61e-03	1	BRCA1,ATRX,TP53,SMAD4,NSD1,CTNNB1,SIN3A
GO:0032927	positive regulation of activin receptor signaling pathway	9.97e-03	9.97e-03	1	ACVR2A,ACVR1B,SMAD2
GO:0003208	cardiac ventricle morphogenesis	1.02e-02	1.02e-02	1	FGFR2,GATA3,SMAD4,NOTCH1,TGFBR2
GO:1903706	regulation of hemopoiesis	1.04e-02	1.04e-02	1	GATA3,ACVR2A,ACVR1B,TLR4,CDKN2A,NOTCH1,RUNX1,TGFBR2,MTOR
REAC:392451	G beta:gamma signalling through PI3Kgamma	1.05e-02	1.05e-02	1	PIK3CG,PIK3CA,AKT1,PIK3R1
REAC:3304351	Signaling by TGF-beta Receptor Complex in Cancer	1.06e-02	1.06e-02	1	SMAD4,TGFBR2,SMAD2
GO:0007409	axonogenesis	1.07e-02	1.07e-02	1	PIK3CA,KRAS,PIK3R1,ARHGAP35,PTEN,NRAS
GO:0060193	positive regulation of lipase activity	1.09e-02	1.09e-02	1	FGFR2,FGFR3,PDGFRA,EGFR,KIT
REAC:109581	Apoptosis	1.09e-02	1.09e-02	1	CDH1,APC,TLR4,TP53,AKT1,CTNNB1,HIST1H1C
REAC:1181150	Signaling by NODAL	1.10e-02	1.10e-02	1	ACVR2A,ACVR1B,SMAD4,SMAD2
GO:0070374	positive regulation of ERK1 and ERK2 cascade	1.10e-02	1.10e-02	1	FGFR2,FGFR3,FBXW7,PDGFRA,EGFR,BRAF,ERBB4
GO:0048589	developmental growth	1.10e-02	1.10e-02	1	FGFR2,FGFR3,USP9X,SOX9,NOTCH1,PTEN,ERBB4,WT1
GO:0010812	negative regulation of cell-substrate adhesion	1.11e-02	1.11e-02	1	CDKN2A,NOTCH1,PTEN
GO:1902692	regulation of neuroblast proliferation	1.11e-02	1.11e-02	1	CTNNB1,LRRK2,NF1
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	1.11e-02	1.11e-02	1	NFE2L2,TP53,NOTCH1
GO:0048738	cardiac muscle tissue development	1.15e-02	1.15e-02	1	FGFR2,PDGFRA,SMAD4,NOTCH1,ERBB4,WT1
GO:0003006	developmental process involved in reproduction	1.16e-02	1.16e-02	1	FGFR2,GATA3,SOX9,PDGFRA,TBX3,KIT,AR,WT1
GO:0038093	Fc receptor signaling pathway	1.21e-02	1.21e-02	1	MAP2K4,MAP3K1,PIK3CA,KRAS,PIK3R1,NRAS
REAC:5357801	Programmed Cell Death	1.22e-02	1.22e-02	1	CDH1,APC,TLR4,TP53,AKT1,CTNNB1,HIST1H1C
REAC:69242	S Phase	1.26e-02	1.26e-02	1	SMC1A,STAG2,SMC3,CCND1,CDKN1B,CDKN1A,RB1,RAD21
GO:0060537	muscle tissue development	1.28e-02	1.28e-02	1	FGFR2,PDGFRA,SMAD4,NOTCH1,ERBB4,WT1,NF1
GO:0043409	negative regulation of MAPK cascade	1.31e-02	1.31e-02	1	MECOM,PPP2R1A,TLR4,NCOR1,SMAD4,PTEN,NF1
REAC:2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	1.32e-02	1.32e-02	1	USP9X,NCOR1,SMAD4,SMAD2
REAC:397795	G-protein beta:gamma signalling	1.33e-02	1.33e-02	1	PIK3CG,PIK3CA,AKT1,PIK3R1
GO:0031497	chromatin assembly	1.33e-02	1.33e-02	1	ATRX,CTCF,SOX9,TP53,CDKN2A,NPM1
GO:0042110	T cell activation	1.35e-02	1.35e-02	1	PIK3CG,GATA3,PIK3CA,AKT1,PIK3R1,CDKN2A,KIT,TGFBR2,PTPN11,MTOR
GO:0048704	embryonic skeletal system morphogenesis	1.36e-02	1.36e-02	1	FGFR2,PDGFRA,TGFBR2,CTNNB1
GO:0001568	blood vessel development	1.41e-02	1.41e-02	1	BRCA1,FGFR2,PDGFRA,NOTCH1,RUNX1,TGFBR2,SOX17,CTNNB1,WT1,NF1
GO:0043405	regulation of MAP kinase activity	1.44e-02	1.44e-02	1	PPP2R1A,PIK3CG,EZH2,FLT3,TLR4,EGFR,KIT,CDK12,LRRK2,NF1
GO:0090218	positive regulation of lipid kinase activity	1.45e-02	1.45e-02	1	FGFR3,FLT3,PDGFRA,KIT
GO:0045445	myoblast differentiation	1.48e-02	1.48e-02	1	SOX9,TBX3,RB1,NOTCH1
GO:0043627	response to estrogen	1.48e-02	1.48e-02	1	BRCA1,EP300,GATA3,CRIPAK
REAC:2122947	NOTCH1 Intracellular Domain Regulates Transcription	1.51e-02	1.51e-02	1	EP300,FBXW7,NCOR1,NOTCH1,TBL1XR1
GO:0001525	angiogenesis	1.52e-02	1.52e-02	1	BRCA1,FGFR2,PDGFRA,NOTCH1,RUNX1,TGFBR2,SOX17,CTNNB1,EGR3,NF1
GO:1901214	regulation of neuron death	1.53e-02	1.53e-02	1	FBXW7,TP53,CTNNB1,NF1
GO:0007611	learning or memory	1.58e-02	1.58e-02	1	EGFR,PTEN,NF1
GO:0048754	branching morphogenesis of an epithelial tube	1.60e-02	1.60e-02	1	FGFR2,SOX9,TGFBR2,CTNNB1,WT1
GO:0045834	positive regulation of lipid metabolic process	1.66e-02	1.66e-02	1	FGFR3,FLT3,PDGFRA,AKT1,KIT,MTOR
GO:0071482	cellular response to light stimulus	1.66e-02	1.66e-02	1	EP300,STK11,CDKN1A,TP53,TAF1,ATR
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	1.69e-02	1.69e-02	1	FBXW7,FLT3,TP53,EGFR
REAC:111465	Apoptotic cleavage of cellular proteins	1.69e-02	1.69e-02	1	CDH1,APC,CTNNB1
GO:0030850	prostate gland development	1.71e-02	1.71e-02	1	FGFR2,SOX9,AR
GO:0021953	central nervous system neuron differentiation	1.76e-02	1.76e-02	1	FGFR2,ARHGAP35,CTNNB1,PTEN,ERBB4
REAC:114604	GPVI-mediated activation cascade	1.77e-02	1.77e-02	1	PIK3CG,PIK3CA,AKT1,PIK3R1
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	1.78e-02	1.78e-02	1	KEAP1,FBXW7,NFE2L2,APC,TP53,CTNNB1,CEBPA
GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	1.78e-02	1.78e-02	1	BRCA1,EP300,FOXA1,TAF1,CRIPAK
GO:0060419	heart growth	1.79e-02	1.79e-02	1	FGFR2,NOTCH1,ERBB4,WT1
GO:2000379	positive regulation of reactive oxygen species metabolic process	1.80e-02	1.80e-02	1	CDKN1A,TP53,AKT1,EGFR,TGFBR2
GO:0070601	centromeric sister chromatid cohesion	1.83e-02	1.83e-02	1	CTCF,CTNNB1,AXIN2
GO:0003170	heart valve development	1.85e-02	1.85e-02	1	GATA3,SOX9,NOTCH1,TGFBR2
GO:0003179	heart valve morphogenesis	1.85e-02	1.85e-02	1	GATA3,SOX9,NOTCH1,TGFBR2
GO:0010165	response to X-ray	1.88e-02	1.88e-02	1	GATA3,TP53,ATM
GO:1901342	regulation of vasculature development	1.91e-02	1.91e-02	1	BRCA1,NOTCH1,KIT,RUNX1,CTNNB1,WT1,NF1
REAC:3108214	SUMOylation of DNA damage response and repair proteins	1.97e-02	1.97e-02	1	BRCA1,SMC1A,STAG2,SMC3,CDKN2A,RAD21
GO:0072073	kidney epithelium development	2.05e-02	2.05e-02	1	FGFR2,GATA3,SOX9,CTNNB1,WT1
REAC:453279	Mitotic G1-G1/S phases	2.06e-02	2.06e-02	1	PPP2R1A,CCND1,CDKN1B,CDKN2C,CDKN1A,RB1,AKT1,CDKN2A
GO:0061213	positive regulation of mesonephros development	2.12e-02	2.12e-02	1	GATA3,SOX9,WT1
GO:0050863	regulation of T cell activation	2.14e-02	2.14e-02	1	GATA3,PIK3CA,PIK3R1,CDKN2A
GO:0009895	negative regulation of catabolic process	2.17e-02	2.17e-02	1	HGF,PIK3CA,AKT1,EGFR,TAF1,LRRK2,MTOR
GO:0010631	epithelial cell migration	2.19e-02	2.19e-02	1	GATA3,PIK3CA,SOX9,AKT1,NOTCH1,KIT,NF1
GO:0019827	stem cell population maintenance	2.20e-02	2.20e-02	1	SOX9,SMAD4,NOTCH1,KIT,CTNNB1,SMAD2
REAC:5654732	Negative regulation of FGFR3 signaling	2.22e-02	2.22e-02	1	FGFR3,PPP2R1A,BRAF,PTPN11
GO:0072080	nephron tubule development	2.24e-02	2.24e-02	1	GATA3,SOX9,CTNNB1,WT1
GO:2000146	negative regulation of cell motility	2.26e-02	2.26e-02	1	GATA3,NOTCH1,PTEN,NF1
REAC:1483255	PI Metabolism	2.27e-02	2.27e-02	1	PIK3CA,PIK3R1,PTEN
GO:0048667	cell morphogenesis involved in neuron differentiation	2.28e-02	2.28e-02	1	FGFR2,PIK3CA,USP9X,KRAS,PIK3R1,ARHGAP35,PTEN,LRRK2,NRAS
REAC:212165	Epigenetic regulation of gene expression	2.31e-02	2.31e-02	1	EP300,ERCC2,EZH2,SF3B1,DNMT3A,HIST1H2BD,TET2,SIN3A
GO:0070997	neuron death	2.32e-02	2.32e-02	1	FBXW7,TP53,CTNNB1,NF1
GO:2000377	regulation of reactive oxygen species metabolic process	2.32e-02	2.32e-02	1	BRCA1,CDKN1A,TP53,AKT1,EGFR,TGFBR2
GO:0001952	regulation of cell-matrix adhesion	2.32e-02	2.32e-02	1	CDKN2A,PTEN,NF1
GO:0010821	regulation of mitochondrion organization	2.35e-02	2.35e-02	1	HGF,FBXW7,TP53,AKT1,U2AF1,BAP1,LRRK2
GO:0060045	positive regulation of cardiac muscle cell proliferation	2.35e-02	2.35e-02	1	FGFR2,NOTCH1,ERBB4
GO:0090132	epithelium migration	2.35e-02	2.35e-02	1	GATA3,PIK3CA,SOX9,AKT1,NOTCH1,KIT,NF1
GO:0098727	maintenance of cell number	2.37e-02	2.37e-02	1	SOX9,SMAD4,NOTCH1,KIT,CTNNB1,SMAD2
REAC:198323	AKT phosphorylates targets in the cytosol	2.40e-02	2.40e-02	1	CDKN1B,CDKN1A,AKT1
GO:0050680	negative regulation of epithelial cell proliferation	2.42e-02	2.42e-02	1	GATA3,FBXW7,SOX9,BRCA2,NF1
GO:1905475	regulation of protein localization to membrane	2.42e-02	2.42e-02	1	TP53,AKT1,PIK3R1,EGFR,AR
GO:0034728	nucleosome organization	2.43e-02	2.43e-02	1	ATRX,CTCF,ARID1A,SOX9,HIST1H2BD,NPM1,SETD2
GO:0061326	renal tubule development	2.44e-02	2.44e-02	1	GATA3,SOX9,CTNNB1,WT1
REAC:69473	G2/M DNA damage checkpoint	2.54e-02	2.54e-02	1	BRCA1,TP53,ATM,HIST1H2BD,ATR,CHEK2
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2.56e-02	2.56e-02	1	STK11,ACVR2A,ACVR1B,SMAD4,NOTCH1,SMAD2
GO:0051271	negative regulation of cellular component movement	2.58e-02	2.58e-02	1	GATA3,NOTCH1,PTEN,NF1
GO:0045165	cell fate commitment	2.63e-02	2.63e-02	1	FGFR2,GATA3,SOX9,FOXA2,SOX17,SMAD2,WT1
GO:0046660	female sex differentiation	2.64e-02	2.64e-02	1	PDGFRA,TBX3,KIT,WT1
GO:1903037	regulation of leukocyte cell-cell adhesion	2.64e-02	2.64e-02	1	GATA3,PIK3CA,PIK3R1,CDKN2A
GO:0090130	tissue migration	2.69e-02	2.69e-02	1	GATA3,PIK3CA,SOX9,AKT1,NOTCH1,KIT,NF1
REAC:157118	Signaling by NOTCH	2.69e-02	2.69e-02	1	EP300,FBXW7,CCND1,NCOR1,TP53,NOTCH1,TBL1XR1
GO:0008406	gonad development	2.73e-02	2.73e-02	1	GATA3,SOX9,PDGFRA,KIT,WT1
REAC:1912408	Pre-NOTCH Transcription and Translation	2.79e-02	2.79e-02	1	EP300,CCND1,TP53,NOTCH1
GO:0030168	platelet activation	2.82e-02	2.82e-02	1	PIK3CG,PIK3CA,PDGFRA,TLR4,AKT1,PIK3R1,PTPN11
