GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YNL307C,MCK1,-0.046,0.094,-0.063,2.78440e-01,2.95380e-02,3.75720e-01
YHR094C,HXT1,0.311,0.931,-0.470,1.68070e-05,1.49910e-10,2.72890e-07
YPR151C,YPR151C,0.372,0.340,0.700,2.12490e-06,6.34930e-04,8.45380e-05
YGR188C,BUB1,0.360,-0.464,0.257,2.57570e-03,1.83790e-01,4.64650e-01
YOR245C,YOR245C,-0.044,0.114,0.070,2.70410e-01,1.83460e-01,3.37130e-01
YOR318C,YOR318C,-0.168,0.118,-0.111,6.44890e-02,1.74480e-01,4.40110e-01
YIL041W,YIL041W,-0.020,0.019,-0.108,5.85140e-01,6.50980e-01,6.43330e-02
YMR287C,MSU1,0.252,0.146,0.366,2.99420e-04,7.42410e-02,1.71660e-02
YER005W,YND1,0.014,-0.070,-0.281,7.86540e-01,2.53000e-01,2.06350e-02
YGL083W,SCY1,-0.206,0.053,-0.212,2.56460e-05,4.11430e-01,8.37460e-02
YGL156W,AMS1,0.138,0.510,0.032,3.28420e-02,6.97040e-06,6.80110e-01
YOL140W,ARG8,-0.057,-0.178,-0.212,1.90290e-01,7.69980e-03,2.98140e-02
YKR104W,YKR104W,-0.016,-0.259,-0.000,9.45540e-01,2.92520e-01,8.55130e-01
YCL016C,YCL016C,-0.006,-0.126,0.172,9.05810e-01,1.15500e-01,1.67710e-01
YNL161W,CBK1,0.058,0.073,-0.315,1.97060e-01,1.12320e-01,1.96050e-05
YNL234W,YNL234W,-0.024,0.016,-0.076,7.05640e-01,8.65550e-01,5.78500e-01
YJR052W,RAD7,0.030,-0.156,0.375,5.57150e-01,4.09040e-02,4.99110e-03
YJL021C,YJL021C,-0.046,0.007,0.035,2.73450e-01,8.78590e-01,6.19430e-01
YDR310C,SUM1,0.071,0.027,0.365,2.61270e-01,8.93270e-01,5.43040e-02
YIL042C,YIL042C,-0.035,0.246,-0.072,3.93750e-01,2.43670e-05,4.38070e-01
YIL115C,NUP159,0.103,0.151,0.031,4.36000e-02,2.71280e-02,7.94270e-01
YHR167W,YHR167W,-0.064,-0.531,0.327,4.90850e-01,3.14420e-02,4.72840e-01
YOR172W,YOR172W,-0.092,-0.365,0.234,4.67050e-02,1.16200e-04,8.26160e-02
YGL084C,YGL084C,-0.093,0.250,-0.322,1.48400e-02,8.80070e-05,1.18580e-05
YDR027C,LUV1,0.063,0.091,0.259,1.96880e-01,2.31550e-01,4.22120e-02
YBR069C,VAP1,0.586,-0.185,0.404,1.09670e-07,1.15670e-02,4.13100e-04
YKR105C,YKR105C,-0.089,-0.282,-0.131,2.52150e-01,3.55900e-02,3.87750e-01
YNL235C,YNL235C,-0.193,-0.400,0.133,6.16660e-02,7.85820e-02,6.37020e-01
YNL308C,YNL308C,0.328,-0.488,0.493,3.75300e-07,3.70910e-04,2.65580e-03
YJR126C,YJR126C,0.045,-0.060,0.308,3.76730e-01,3.93100e-01,2.22770e-02
YPR152C,YPR152C,0.212,0.285,0.384,1.12480e-03,1.03490e-03,1.49870e-02
YGR189C,CRH1,-0.328,-0.194,0.049,6.75880e-08,5.49610e-04,4.25890e-01
YBL037W,APL3,0.094,-0.021,0.400,3.55340e-02,7.11620e-01,1.29840e-02
YOR246C,YOR246C,-0.084,-0.319,0.339,4.16840e-02,1.26330e-03,4.46530e-04
YAL058W,CNE1,-0.063,-0.182,0.108,2.55560e-01,1.63520e-02,3.43860e-01
YER006W,YER006W,0.011,-0.341,0.668,8.55130e-01,1.62960e-03,1.65070e-08
YPL120W,VPS30,0.263,0.343,0.440,3.12710e-02,2.33110e-03,1.46620e-02
YGL157W,YGL157W,-0.243,-0.510,0.272,1.93730e-03,2.08780e-03,2.35390e-01
YLR011W,YLR011W,0.008,-0.255,0.066,9.31760e-01,1.72930e-01,7.64180e-01
YOL141W,YOL141W,0.375,0.043,0.542,6.20760e-04,8.82090e-01,6.70690e-02
YCR048W,ARE1,-0.194,-0.189,0.138,4.68210e-05,7.11120e-03,7.07880e-02
YKR032W,YKR032W,-0.000,-0.000,0.000,7.43200e-01,6.08750e-01,9.99999e-01
YNL162W,RPL42A,-0.291,-0.383,-0.109,1.27300e-04,2.28640e-06,5.19930e-02
YCL017C,NFS1,-0.026,0.028,0.171,5.28120e-01,5.25370e-01,3.29570e-02
YJR053W,BFA1,0.210,-0.400,-0.119,3.25750e-02,3.84120e-02,5.14290e-01
YKL001C,MET14,-0.152,-0.474,0.683,2.05620e-03,2.75030e-06,2.70540e-07
YIL043C,CBR1,-0.176,-0.089,-0.136,9.39780e-05,5.56670e-02,9.96770e-03
YHR095W,YHR095W,-0.399,-0.408,-0.299,5.23460e-02,2.17720e-01,4.35290e-01
YHR168W,YHR168W,-0.412,0.076,-0.278,2.96860e-07,1.97600e-01,1.72120e-02
YBR280C,YBR280C,-0.146,0.432,-0.034,4.52030e-03,2.85340e-06,7.65880e-01
YDR028C,REG1,0.164,0.014,0.238,4.46370e-04,8.33850e-01,2.23460e-02
YOR173W,YOR173W,-0.166,0.261,0.043,1.44800e-04,6.43580e-06,4.69990e-01
YPL121C,MEI5,-0.313,-0.055,-0.303,1.60320e-02,7.45520e-01,5.17600e-01
YLR012C,YLR012C,0.105,-0.000,-0.000,7.36380e-01,4.43970e-01,9.99999e-01
YOR319W,HSH49,0.102,-0.276,0.489,4.37030e-02,1.79190e-03,4.90880e-04
YCR049C,YCR049C,-0.393,-0.277,-0.281,3.25280e-06,1.17960e-02,1.37000e-01
YKR033C,YKR033C,-0.520,-0.012,-0.129,1.04770e-03,9.70870e-01,7.12290e-01
YNL163C,YNL163C,-0.106,-0.004,0.185,6.35510e-01,8.36350e-01,6.51510e-01
YMR288W,YMR288W,0.241,0.332,0.498,8.36100e-04,7.22420e-04,8.76730e-04
YJR127C,ZMS1,-0.046,0.125,-0.467,3.91590e-01,1.01110e-01,5.01340e-04
YHR096C,HXT5,0.233,0.779,0.079,1.65450e-05,4.38680e-10,3.60740e-01
YBL038W,MRPL16,0.152,0.079,0.233,3.00570e-03,9.41470e-02,3.03270e-02
YJL022W,YJL022W,0.195,-0.299,0.361,1.54220e-01,3.76940e-01,3.27190e-01
YDR311W,TFB1,0.098,-0.043,0.332,5.60920e-02,6.08290e-01,8.77860e-03
YAL059W,ECM1,0.048,-0.318,0.090,4.03460e-01,3.39050e-04,4.45270e-01
YIL116W,HIS5,-0.355,-0.441,0.086,4.28790e-08,1.35230e-06,1.57370e-01
YER007W,PAC2,-0.055,-0.138,-0.022,2.75730e-01,1.00050e-01,8.62490e-01
YGL085W,YGL085W,-0.152,-0.164,0.061,1.04490e-02,4.58250e-02,6.25170e-01
YGL158W,RCK1,-0.326,-0.486,0.265,3.08020e-03,1.01620e-01,4.13050e-01
YOL142W,YOL142W,0.056,-0.273,0.413,1.97600e-01,7.86000e-04,5.34100e-04
YNL090W,RHO2,0.062,-0.349,-0.091,3.17150e-01,1.66360e-04,4.93600e-01
YKR106W,YKR106W,0.000,0.000,0.000,9.99999e-01,9.99999e-01,9.99999e-01
YNL236W,SIN4,-0.146,-0.218,-0.141,1.83470e-02,5.39360e-02,3.90090e-01
YJR054W,YJR054W,-0.134,-0.564,0.194,6.53450e-03,2.57020e-06,2.01430e-01
YNL309W,STB1,0.028,-0.099,-0.188,6.03330e-01,1.85630e-01,5.96170e-02
YBL039C,URA7,0.063,-0.981,0.357,3.03520e-01,9.52360e-06,2.91500e-01
YJL023C,PET130,0.045,-0.127,0.334,4.38580e-01,2.94560e-01,3.16010e-02
YIL044C,YIL044C,0.013,-0.244,0.121,7.75500e-01,2.86210e-03,3.21210e-01
YIL117C,YIL117C,-0.520,-0.405,0.168,1.25220e-07,1.33240e-04,7.62380e-02
YPR080W,TEF1,-0.138,0.009,-0.278,9.87250e-04,8.97280e-01,6.77980e-04
YHR169W,DBP8,-0.048,-0.318,0.569,3.81660e-01,6.12810e-04,1.22300e-03
YER008C,SEC3,0.133,-0.300,-0.528,2.89060e-01,3.40650e-01,1.14940e-02
YPR153W,YPR153W,-0.196,-0.026,0.054,3.42670e-02,8.95260e-01,7.58330e-01
YBR281C,YBR281C,-0.118,-0.581,-0.458,1.41340e-01,6.74830e-04,1.58390e-02
YOR174W,MED4,0.009,-0.052,-0.120,8.03360e-01,2.67670e-01,1.33960e-01
YPL122C,TFB2,0.040,-0.230,0.144,3.34860e-01,2.87580e-03,1.91500e-01
YOL070C,YOL070C,0.147,-0.067,0.150,2.06750e-03,2.16810e-01,1.02770e-01
YOR247W,SRL1,-0.145,0.134,-0.450,5.30820e-02,3.98400e-02,3.65940e-11
YOL143C,RIB4,-0.302,-0.462,-0.118,1.76250e-06,7.67250e-05,2.31220e-02
YNL164C,YNL164C,0.272,-0.949,1.345,7.39470e-04,3.84990e-05,5.78720e-06
YHR097C,YHR097C,-0.060,0.276,0.156,1.21340e-01,2.24660e-04,3.57570e-02
YPR081C,YPR081C,0.062,0.002,0.264,1.72010e-01,9.64330e-01,2.39070e-02
YCL018W,LEU2,-0.964,-0.485,-0.000,1.34390e-07,1.81740e-02,9.99999e-01
YKL002W,YKL002W,0.057,-0.139,0.118,1.96440e-01,3.51470e-02,2.84390e-01
YOR175C,YOR175C,-0.307,-0.117,-0.332,3.55130e-07,6.64480e-02,1.75890e-05
YDR312W,SSF2,0.368,-0.688,1.167,3.98000e-07,6.65820e-02,1.82740e-03
YCR073W-A,SOL2,-0.066,0.190,0.042,1.20050e-01,2.63530e-04,5.99780e-01
YGL086W,MAD1,-0.022,-0.250,-0.043,8.60990e-01,2.19550e-01,9.34930e-01
YDR029W,YDR029W,0.030,-0.176,0.449,8.30180e-01,2.83970e-01,3.56870e-02
YLR013W,GAT3,0.220,-0.000,0.000,5.25370e-01,4.48410e-01,5.51480e-01
YGL159W,YGL159W,-0.199,-0.103,0.172,3.59070e-04,7.85170e-02,1.08040e-01
YNL091W,YNL091W,0.288,0.154,0.723,1.97350e-06,2.63840e-02,2.37040e-04
YKR034W,DAL80,-0.181,-0.175,0.199,3.00950e-01,4.54800e-01,6.16140e-01
YNL237W,YTP1,0.134,0.349,0.196,1.20060e-02,3.73810e-06,6.57790e-02
YJR055W,HIT1,0.113,-0.362,0.629,2.88920e-01,2.44580e-01,6.74370e-03
YKL003C,MRP17,0.042,-0.102,-0.052,3.86270e-01,1.51410e-01,6.94110e-01
YJR128W,YJR128W,-0.292,-0.067,0.000,7.82690e-03,8.33850e-01,4.94830e-01
YJL024C,APS3,-0.066,-0.265,0.174,3.64790e-01,1.34290e-03,1.19440e-01
YDR240C,SNU56,0.070,-0.328,0.280,3.38700e-01,7.26870e-03,3.13810e-02
YDR313C,PIB1,0.102,0.283,-0.065,1.55060e-02,2.96670e-06,4.89330e-01
YPR154W,YPR154W,-0.165,0.128,0.015,1.91440e-04,1.13780e-02,7.84660e-01
YPL050C,MNN9,0.080,-0.182,0.229,5.02630e-02,3.50620e-03,3.36660e-03
YPL123C,RNY1,-0.193,0.253,-0.057,9.32840e-05,1.66000e-03,3.54490e-01
YGL087C,MMS2,-0.018,-0.072,-0.187,7.29760e-01,2.58270e-01,1.85940e-02
YLR014C,PPR1,-0.001,-0.498,0.502,9.99999e-01,6.54610e-02,1.32870e-01
YOR248W,YOR248W,-0.084,0.183,-0.450,2.93320e-02,3.21060e-04,6.78500e-11
YKR035C,YKR035C,0.247,-0.185,0.397,5.80130e-04,8.94270e-02,3.93120e-02
YJR056C,YJR056C,0.364,-0.144,0.365,6.24420e-07,3.25510e-01,7.52430e-03
YJR129C,YJR129C,-0.021,-0.403,1.226,7.34150e-01,8.39130e-03,7.85670e-07
YHR098C,SFB3,-0.179,0.033,-0.245,1.67310e-04,4.24440e-01,5.30280e-05
YPR082C,DIB1,0.014,-0.212,0.207,7.68460e-01,9.61610e-03,8.85430e-02
YPR155C,NCA2,0.276,0.349,-0.352,4.14200e-06,1.48600e-06,7.90030e-05
YOR249C,APC5,-0.004,0.078,-0.402,9.58820e-01,3.12680e-01,7.50200e-03
YIL045W,PIG2,-0.078,0.478,-0.134,5.66560e-02,8.88390e-07,7.23010e-02
YIL118W,RHO3,-0.036,-0.410,-0.101,6.22290e-01,1.24780e-05,3.02300e-01
YER009W,NTF2,-0.245,-0.093,-0.333,7.31590e-05,1.04690e-01,1.14770e-04
YBR282W,MRPL27,0.096,-0.330,0.405,4.14710e-02,6.36760e-04,8.55230e-03
YOL071W,YOL071W,0.027,0.138,0.031,4.79210e-01,1.13780e-02,6.74250e-01
YOL144W,YOL144W,0.180,-0.565,0.289,2.54870e-03,2.58800e-03,6.85530e-02
YNL092W,YNL092W,-0.314,0.128,-0.008,2.98220e-06,5.24300e-02,9.38260e-01
YNL165W,YNL165W,0.126,-0.092,0.381,1.39590e-02,3.36080e-01,8.04840e-03
YNL238W,KEX2,-0.107,0.005,-0.070,2.34260e-02,9.38260e-01,5.45560e-01
YDR314C,YDR314C,0.149,0.173,0.152,9.42640e-02,3.13630e-01,3.41360e-01
YIL119C,RPI1,-0.538,-0.538,0.030,1.42000e-07,8.42900e-06,8.12930e-01
YBR283C,SSH1,-0.077,0.045,-0.066,4.81710e-02,2.97210e-01,2.48330e-01
YOR176W,HEM15,-0.163,0.199,-0.525,1.46290e-04,1.99480e-04,4.29230e-13
YOL145C,CTR9,-0.046,0.125,0.042,6.32510e-01,2.93680e-01,8.06500e-01
YKR036C,CAF4,0.063,-0.366,0.282,1.90810e-01,2.00680e-04,4.35650e-02
YNL166C,BNI5,0.327,-0.601,0.316,4.49470e-07,3.98650e-06,1.76150e-02
YPR156C,YPR156C,-0.288,0.075,-0.305,1.31670e-06,1.75810e-01,1.40280e-05
YKL004W,AUR1,0.026,-0.071,0.005,5.09710e-01,1.91330e-01,9.45540e-01
YOR177C,YOR177C,0.428,0.333,0.348,4.35480e-02,1.95010e-01,1.32810e-01
YDR241W,YDR241W,-0.141,-0.366,-0.000,1.82390e-01,1.41460e-01,9.38260e-01
YJL025W,RRN7,-0.162,-0.557,0.247,1.60200e-02,1.91080e-03,1.88160e-01
YIL046W,MET30,0.323,0.051,0.180,6.93180e-07,4.71410e-01,1.54290e-01
YPL051W,ARL3,0.035,-0.600,0.520,5.69210e-01,9.59550e-05,6.46940e-03
YGL088W,YGL088W,-0.286,0.125,0.030,1.92660e-04,1.21490e-01,7.69330e-01
YPL124W,NIP29,0.047,-0.148,0.217,5.33000e-01,3.44580e-01,2.47980e-01
YLR015W,YLR015W,0.299,-0.423,0.629,5.44880e-06,2.91640e-04,1.93450e-03
YOL072W,YOL072W,0.030,0.084,-0.318,5.63310e-01,3.04590e-01,4.48550e-03
YNL093W,YPT53,-0.231,0.312,0.208,1.98630e-04,6.94620e-06,8.74520e-02
YNL239W,LAP3,0.388,-0.196,0.579,2.40340e-07,5.29450e-03,6.73920e-09
YKL005C,YKL005C,0.231,-0.005,0.343,8.01820e-05,9.53960e-01,6.52960e-03
YJR057W,CDC8,0.013,-0.176,0.016,8.23060e-01,3.61790e-02,9.10390e-01
YDR315C,IPK1,-0.170,-0.232,-0.134,3.18560e-03,3.49420e-02,3.14260e-01
YIL047C,SYG1,0.014,-0.628,0.855,7.93290e-01,1.17730e-04,3.49350e-04
YPR083W,YPR083W,0.281,0.066,0.097,6.06150e-06,3.56740e-01,4.04580e-01
YGL089C,MFALPHA2,-0.027,-0.394,0.435,8.36350e-01,2.22010e-01,1.43130e-01
YOL073C,YOL073C,-0.091,0.244,-0.077,2.73490e-02,2.19620e-04,3.02000e-01
YLR016C,YLR016C,-0.080,-0.040,-0.070,2.72790e-01,7.25450e-01,7.20510e-01
YDL210W,UGA4,-0.021,0.263,0.226,8.05450e-01,3.01850e-01,3.76730e-01
YKR037C,SPC34,0.047,0.193,-0.129,3.43140e-01,9.90450e-04,3.62270e-01
YNL167C,SKO1,0.095,0.100,-0.180,2.40360e-02,7.99130e-02,1.55010e-02
YJR058C,APS2,-0.120,-0.018,-0.109,9.79760e-03,7.39390e-01,3.60540e-01
YOR178C,GAC1,-0.137,0.462,-0.187,1.01760e-03,1.58830e-06,3.68540e-03
YJL026W,RNR2,-0.208,0.188,-0.405,1.66260e-05,1.09120e-03,1.76500e-08
YER060W-A,FCY22,-0.153,-0.553,0.324,7.51240e-04,8.73750e-07,3.67590e-03
YDR242W,AMD2,0.004,-0.148,0.176,9.45540e-01,5.38930e-02,1.51080e-01
YDL211C,YDL211C,-0.082,0.431,0.289,3.66550e-01,1.21410e-04,1.02940e-01
YBR284W,YBR284W,-0.023,-0.175,-0.505,9.38260e-01,7.35640e-01,1.42630e-01
YPL052W,YPL052W,0.174,-0.281,0.694,3.58810e-03,6.56360e-03,1.71450e-04
YPL125W,YPL125W,0.133,1.085,0.125,6.33510e-01,9.90810e-04,2.56660e-01
YOL146W,YOL146W,0.029,-0.192,0.288,5.24010e-01,1.65580e-02,1.05240e-02
YNL094W,YNL094W,-0.031,0.097,-0.404,4.69710e-01,2.80770e-02,1.81840e-06
YDR170C,SEC7,0.066,-0.105,-0.193,8.50670e-02,7.62380e-02,1.85370e-02
YDR243C,PRP28,0.036,-0.467,-0.028,5.51110e-01,3.13820e-03,8.21910e-01
YJL027C,YJL027C,-0.017,-0.255,0.948,9.08070e-01,4.20350e-01,1.27340e-03
YPR084W,YPR084W,-0.122,-0.104,0.133,1.25270e-02,9.37170e-02,1.79550e-01
YPR157W,YPR157W,-0.463,0.251,-0.410,5.72200e-08,1.76560e-02,9.31350e-02
YPL053C,KTR6,0.092,-0.088,0.155,2.61110e-02,7.32490e-02,4.69830e-02
YOL147C,PEX11,0.608,0.276,0.731,3.97760e-09,1.16930e-05,8.67140e-08
YNL095C,YNL095C,-0.115,0.155,-0.255,2.16790e-02,6.50070e-03,1.95910e-02
YKR038C,YKR038C,0.026,-0.158,0.048,5.18270e-01,9.66290e-03,6.24690e-01
YNL168C,YNL168C,-0.107,0.013,-0.261,1.52100e-02,8.09690e-01,3.89340e-04
YPR085C,YPR085C,0.033,-0.092,0.340,5.62150e-01,4.40880e-01,9.38180e-03
YKL006W,RPL14A,-0.333,-0.496,-0.096,5.48290e-07,8.32710e-07,1.12460e-01
YOR179C,YOR179C,0.120,-0.117,-0.143,5.86670e-02,1.46400e-01,2.51550e-01
YDR316W,YDR316W,0.229,0.196,0.638,2.04640e-04,2.54700e-01,6.48730e-04
YLR300W,EXG1,-0.254,-0.432,0.321,2.14940e-06,4.00180e-04,6.99330e-05
YIL048W,NEO1,-0.093,0.118,0.092,4.52850e-02,1.16070e-02,2.46450e-01
YBR285W,YBR285W,-0.021,0.319,-0.142,6.54720e-01,1.32600e-03,1.80280e-01
YPL126W,NAN1,0.058,0.060,0.203,1.53820e-01,5.13630e-01,9.93470e-02
YLR017W,MEU1,0.018,-0.156,0.146,7.03680e-01,8.41320e-03,1.40910e-01
YJR059W,PTK2,-0.126,0.008,0.124,2.44670e-03,8.68690e-01,2.25240e-01
YPR158W,YPR158W,-0.081,-0.345,-0.035,2.03280e-01,4.20630e-02,8.12930e-01
YPL127C,HHO1,0.180,0.110,-0.211,2.32950e-04,1.30720e-02,5.16260e-04
YLR018C,YLR018C,0.171,-0.148,0.255,6.12370e-04,2.76140e-02,4.04720e-02
YOL075C,YOL075C,-0.072,0.096,0.072,3.02910e-01,2.85370e-01,5.77680e-01
YOL148C,SPT20,0.161,-0.148,0.409,6.38810e-04,1.37080e-02,9.15390e-04
YNL096C,RPS7B,-0.286,-0.447,-0.020,3.10270e-06,3.29720e-07,7.17050e-01
YDL212W,SHR3,-0.108,0.040,-0.172,9.07160e-03,3.29720e-01,3.66120e-03
YNL169C,PSD1,-0.149,0.099,-0.392,8.31900e-04,4.38240e-02,3.24300e-07
YER150W,SPI1,-1.110,0.563,-0.784,3.69880e-12,6.75600e-05,1.58970e-16
YKL007W,CAP1,-0.086,-0.099,0.096,3.80830e-02,5.94980e-02,2.10110e-01
YDR171W,HSP42,-0.310,0.300,-0.723,8.17570e-07,8.70390e-06,1.42870e-12
YDR244W,PEX5,0.369,-0.021,0.483,2.75030e-06,7.34890e-01,4.31490e-04
YJL028W,YJL028W,-0.120,-0.321,-0.309,3.61700e-01,2.41350e-01,3.74500e-01
YDR317W,YDR317W,-0.412,-0.594,-0.331,5.28920e-02,9.99999e-01,1.15500e-01
YDL140C,RPO21,-0.094,0.252,-0.204,2.23630e-02,1.30460e-03,1.18680e-01
YDL213C,YDL213C,0.149,-0.770,0.836,3.14790e-02,1.32770e-06,1.51360e-06
YIL049W,DFG10,-0.125,-0.112,0.001,1.54830e-01,2.05810e-01,9.99999e-01
YLR301W,YLR301W,0.049,0.035,0.003,3.20890e-01,5.91930e-01,9.79400e-01
YBR286W,APE3,-0.118,0.323,-0.227,7.79780e-03,1.31410e-05,6.92220e-05
YPL054W,LEE1,0.491,0.840,0.308,2.78190e-08,2.06050e-08,1.87510e-03
YKR039W,GAP1,0.479,0.114,1.101,1.21670e-06,4.40320e-02,9.03130e-09
YER151C,UBP3,0.205,-0.318,0.596,3.23240e-04,1.90870e-03,9.57500e-04
YKL008C,LAC1,-0.379,0.011,-0.257,5.50200e-08,8.00280e-01,1.26490e-04
YOR390W,YOR390W,-0.114,0.562,-0.064,3.62920e-02,2.15330e-05,6.21810e-01
YJL029C,YJL029C,0.042,-0.005,-0.049,2.97660e-01,9.28730e-01,6.09210e-01
YLR302C,YLR302C,0.251,0.000,0.000,3.17800e-01,7.19820e-01,9.99999e-01
YPR086W,SUA7,0.096,-0.145,0.195,1.96880e-02,1.10250e-02,1.77090e-02
YPR159W,KRE6,-0.219,-0.247,-0.454,6.94860e-06,7.23710e-04,2.44520e-10
YPL055C,YPL055C,0.123,0.002,0.418,4.02340e-02,9.64330e-01,2.33530e-04
YPL128C,TBF1,0.078,0.248,-0.091,6.76970e-02,1.16900e-04,3.03370e-01
YNL097C,PHO23,0.041,0.120,0.067,2.88770e-01,1.45460e-02,4.93600e-01
YOR391C,YOR391C,-0.126,0.291,0.286,2.05430e-01,3.74170e-02,1.60870e-01
YDR172W,SUP35,0.116,-0.088,-0.031,6.21810e-03,1.01280e-01,7.64180e-01
YDR245W,MNN10,0.174,-0.231,0.251,3.59960e-04,1.33850e-03,2.26910e-02
YDR318W,MCM21,0.174,-0.114,0.296,2.86110e-03,1.95990e-01,2.79040e-02
YDL214C,YDL214C,0.005,0.000,0.000,9.79400e-01,9.99999e-01,9.99999e-01
YBR287W,YBR287W,-0.268,0.162,-0.043,3.68370e-07,1.45140e-03,4.44750e-01
YLR019W,YLR019W,-0.194,0.049,-0.106,5.05120e-04,2.62280e-01,1.03250e-01
YOL076W,DEC1,-0.026,-0.270,0.171,5.70010e-01,2.81200e-02,1.20610e-01
YOL149W,DCP1,0.228,-0.248,0.254,9.08470e-05,1.59110e-03,5.93310e-02
YER152C,YER152C,-0.062,0.094,-0.202,3.72290e-01,1.36820e-01,1.95760e-02
YDR173C,ARGR3,0.078,-0.130,0.249,1.23530e-01,1.31900e-01,1.07230e-02
YDR319C,YDR319C,-0.166,0.196,-0.085,9.50970e-04,1.45980e-03,2.74790e-01
YPR087W,YPR087W,0.033,-0.078,0.082,5.25370e-01,2.11760e-01,5.15280e-01
YBR288C,APM3,-0.139,-0.182,-0.153,1.48050e-03,2.69190e-03,6.95900e-02
YPL056C,YPL056C,0.006,0.110,0.046,9.15220e-01,1.86040e-01,7.45520e-01
YOL077C,YOL077C,0.404,-0.530,0.983,7.94390e-06,1.73990e-05,7.89750e-05
YDL141W,BPL1,0.195,-0.127,-0.274,8.58020e-04,8.07370e-02,6.04560e-03
YNL098C,RAS2,0.050,0.062,0.293,2.05150e-01,2.32420e-01,1.04260e-04
YGR110W,YGR110W,0.382,0.381,0.132,5.46050e-08,1.02210e-06,2.17720e-01
YPR088C,SRP54,0.011,0.054,0.025,7.85600e-01,4.52120e-01,7.17740e-01
YKL009W,MRT4,0.213,-1.196,1.035,3.07350e-03,6.47740e-07,7.40880e-06
YDR246W,TRS23,0.152,0.119,0.097,8.50470e-03,4.73190e-02,3.14420e-01
YDL142C,CRD1,-0.051,0.162,-0.013,2.21600e-01,9.43100e-03,9.08070e-01
YDL215C,GDH2,0.485,0.242,0.000,9.07170e-09,2.19140e-01,9.99999e-01
YLR303W,MET17,-0.464,-0.017,0.000,7.40260e-04,9.58820e-01,7.93290e-01
YKL220C,FRE2,-0.175,0.175,-0.119,1.48070e-02,2.36520e-02,3.58640e-01
YPL129W,ANC1,0.162,-0.122,0.086,5.48040e-04,2.52690e-02,3.12520e-01
YDR530C,APA2,-0.091,0.117,-0.148,2.07940e-02,2.82620e-02,1.42250e-02
YER153C,PET122,-0.162,0.032,-0.179,3.24990e-02,7.79110e-01,1.66960e-01
YOR392W,YOR392W,0.219,-0.183,-0.139,5.35820e-01,3.77550e-01,5.79320e-01
YLR231C,YLR231C,-0.349,0.092,-0.339,2.78310e-07,2.77210e-02,5.69160e-07
YLR304C,ACO1,0.080,0.302,-0.470,1.42630e-01,7.14510e-06,1.82790e-08
YPL057C,SUR1,0.020,0.375,0.127,5.66840e-01,8.70730e-07,1.10340e-01
YNL099C,YNL099C,0.059,-0.181,0.257,1.73550e-01,7.20960e-03,2.35610e-02
YGR111W,YGR111W,0.070,0.178,-0.171,1.16830e-01,7.23710e-04,1.20650e-02
YER080W,YER080W,0.157,0.018,0.109,2.50080e-03,7.72830e-01,2.88340e-01
YDR174W,HMO1,-0.314,-0.083,-0.356,5.16460e-08,1.03720e-01,3.47210e-08
YMR210W,YMR210W,-0.102,0.173,-0.138,4.79810e-02,1.30790e-03,2.08570e-01
YDR247W,YDR247W,-0.203,0.441,-0.389,6.10000e-05,1.76940e-05,3.32350e-04
YDL216C,YDL216C,0.009,0.329,-0.557,8.49520e-01,3.01550e-05,4.88250e-04
YBR289W,SNF5,0.141,-0.005,0.107,1.55190e-03,8.93270e-01,7.60510e-02
YOL078W,YOL078W,0.159,0.180,0.596,5.40660e-02,1.73710e-01,1.20690e-02
YDR175C,YDR175C,0.148,0.075,0.144,1.12840e-03,1.73780e-01,9.64870e-02
YDR248C,YDR248C,0.037,-0.238,-0.624,5.69210e-01,8.11030e-02,3.01390e-02
YOR393W,ERR1,-0.466,-0.115,-0.744,3.26320e-07,4.77910e-02,1.33770e-10
YLR305C,STT4,-0.049,-0.001,-0.349,2.42850e-01,9.99999e-01,1.41060e-04
YPR089W,YPR089W,0.158,-0.301,0.514,2.51240e-02,9.74170e-02,2.85040e-02
YPL058C,PDR12,0.140,0.316,0.087,5.65660e-01,1.68490e-02,7.15000e-01
YDL070W,BDF2,-0.021,-0.074,-0.037,5.56010e-01,1.35350e-01,5.73620e-01
YDL143W,CCT4,0.038,-0.111,-0.072,3.47110e-01,7.85490e-02,3.07050e-01
YKL221W,YKL221W,0.087,0.137,0.148,7.11620e-01,4.42680e-01,5.99780e-01
YGR112W,SHY1,0.019,0.279,0.058,7.08280e-01,1.14770e-03,6.60160e-01
YDR531W,YDR531W,0.018,-0.332,0.093,6.69660e-01,3.30010e-05,2.14420e-01
YER081W,SER3,-0.568,-0.423,0.109,2.52840e-10,3.03680e-05,9.43040e-02
YER154W,OXA1,0.043,-0.135,0.040,2.72130e-01,1.21920e-02,6.24210e-01
YEL050C,RML2,0.060,0.150,-0.138,1.40180e-01,1.42300e-02,1.11040e-01
YMR211W,YMR211W,0.126,-0.301,0.416,1.19390e-01,2.27430e-02,1.45730e-02
YDL071C,YDL071C,-0.200,-0.051,0.332,1.55180e-02,6.32510e-01,7.19190e-02
YAR014C,YAR014C,0.102,-0.654,0.384,3.10940e-01,1.35390e-02,2.10500e-01
YDL144C,YDL144C,0.088,0.026,-0.025,3.39870e-02,5.63700e-01,7.04990e-01
